08.01.2022, 13:15:26;162;-32;125;1°C;Rain
08.01.2022, 13:45:23;164;-34;126;2°C;Rain
08.01.2022, 14:10:23;164;-34;126;2°C;Rain
08.01.2022, 14:30:00;173;-43;133;2°C;Rain
08.01.2022, 14:45:01;176;-46;135;1°C;Rain
08.01.2022, 14:50:00;147;-17;113;2°C;Rain
08.01.2022, 15:05:10;141;-11;108;2°C;Rain
08.01.2022, 15:25:25;132;8;94;1°C;Rain
08.01.2022, 15:35:33;134;6;96;1°C;Rain
08.01.2022, 15:45:32;142;-2;101;1°C;Rain
08.01.2022, 15:50:33;142;-12;109;1°C;Rain
08.01.2022, 16:10:33;100;40;71;1°C;Rain
08.01.2022, 16:30:23;111;19;85;0°C;Snow
08.01.2022, 16:45:10;118;22;84;1°C;Snow
08.01.2022, 16:55:14;118;12;91;1°C;Clouds
08.01.2022, 18:00:45;114;26;81;0°C;Clear
08.01.2022, 18:30:03;128;2;98;0°C;Clear
08.01.2022, 18:45:34;131;9;94;0°C;Snow
08.01.2022, 18:55:24;135;5;96;0°C;Snow
08.01.2022, 19:15:02;141;-11;108;0°C;Snow
08.01.2022, 19:35:52;152;-22;117;0°C;Snow
08.01.2022, 19:50:33;159;-29;122;0°C;Clear
08.01.2022, 20:05:46;165;-35;127;0°C;Clear
08.01.2022, 20:20:11;145;-15;112;0°C;Clear
08.01.2022, 20:30:15;109;21;84;0°C;Clear
08.01.2022, 20:35:14;103;27;79;0°C;Clear
08.01.2022, 20:45:32;80;50;62;0°C;Snow
08.01.2022, 20:55:55;79;51;61;0°C;Snow
09.01.2022, 09:20:11;10;130;7;2°C;Clouds
09.01.2022, 09:40:41;19;121;14;2°C;Rain
09.01.2022, 09:50:41;21;119;15;2°C;Rain
09.01.2022, 10:05:13;33;107;24;2°C;Rain
09.01.2022, 10:25:48;56;84;40;3°C;Rain
09.01.2022, 10:40:12;64;76;46;3°C;Rain
09.01.2022, 10:50:20;72;68;51;3°C;Rain
09.01.2022, 11:00:20;80;60;57;3°C;Rain
09.01.2022, 11:25:40;81;59;58;3°C;Rain
09.01.2022, 11:40:47;75;65;54;3°C;Rain
09.01.2022, 11:50:42;78;62;56;3°C;Rain
09.01.2022, 12:00:11;84;56;60;3°C;Clouds
09.01.2022, 12:20:50;76;64;54;3°C;Clouds
09.01.2022, 12:30:16;75;65;54;3°C;Clouds
09.01.2022, 12:40:20;71;109;39;3°C;Clouds
09.01.2022, 12:45:19;66;114;37;3°C;Clouds
09.01.2022, 12:55:20;64;116;36;3°C;Clouds
09.01.2022, 13:30:17;61;79;44;3°C;Rain
09.01.2022, 14:00:19;53;127;29;3°C;Clouds
09.01.2022, 14:25:53;63;117;35;3°C;Clouds
09.01.2022, 14:40:20;71;109;39;4°C;Clouds
09.01.2022, 14:50:35;78;102;43;4°C;Clouds
09.01.2022, 15:00:43;76;104;42;3°C;Clouds
09.01.2022, 15:20:41;82;98;46;3°C;Clouds
09.01.2022, 15:30:32;79;101;44;3°C;Clouds
09.01.2022, 15:40:27;80;100;44;3°C;Clouds
09.01.2022, 15:50:35;83;97;46;3°C;Clouds
09.01.2022, 16:00:16;85;95;47;3°C;Clouds
09.01.2022, 16:20:25;100;80;56;3°C;Clouds
09.01.2022, 16:40:12;114;66;63;3°C;Clouds
09.01.2022, 16:50:04;124;56;69;3°C;Clouds
09.01.2022, 17:05:05;127;53;71;3°C;Clear
09.01.2022, 17:45:59;126;54;70;3°C;Clear
09.01.2022, 18:10:33;118;62;66;3°C;Clear
09.01.2022, 18:35:07;102;78;57;2°C;Clear
09.01.2022, 18:50:15;96;84;53;2°C;Clear
09.01.2022, 19:00:22;101;79;56;2°C;Clear
09.01.2022, 19:25:53;92;88;51;2°C;Clouds
09.01.2022, 19:45:41;89;91;49;2°C;Clouds
