17.09.2021, 16:30:21;91;139;40;18°C;Clouds
17.09.2021, 16:35:04;92;138;40;18°C;Clouds
17.09.2021, 16:40:05;95;135;41;19°C;Clouds
17.09.2021, 16:45:05;91;139;40;19°C;Clouds
17.09.2021, 16:50:05;88;142;38;19°C;Clouds
17.09.2021, 16:55:05;89;141;39;19°C;Clouds
17.09.2021, 17:00:05;88;142;38;19°C;Clouds
17.09.2021, 17:05:05;89;141;39;19°C;Clouds
17.09.2021, 17:10:05;88;142;38;18°C;Clouds
17.09.2021, 17:15:05;88;142;38;18°C;Clouds
17.09.2021, 17:20:05;84;146;37;18°C;Clouds
17.09.2021, 17:25:05;80;150;35;18°C;Clouds
17.09.2021, 17:30:05;76;154;33;18°C;Clouds
17.09.2021, 17:35:06;77;153;33;18°C;Clouds
17.09.2021, 17:40:04;81;149;35;18°C;Clouds
17.09.2021, 17:45:05;73;157;32;18°C;Clouds
17.09.2021, 17:50:05;74;156;32;18°C;Clouds
17.09.2021, 17:55:09;78;152;34;18°C;Clouds
17.09.2021, 18:00:05;78;152;34;18°C;Clouds
17.09.2021, 18:05:05;80;150;35;18°C;Clouds
17.09.2021, 18:10:05;82;148;36;18°C;Clouds
17.09.2021, 18:15:05;82;148;36;18°C;Clouds
17.09.2021, 18:20:05;88;142;38;18°C;Clouds
17.09.2021, 18:25:04;88;142;38;18°C;Clouds
17.09.2021, 18:30:05;88;142;38;18°C;Clouds
17.09.2021, 18:35:05;88;142;38;18°C;Clouds
17.09.2021, 18:40:06;88;142;38;17°C;Clouds
17.09.2021, 18:45:05;88;142;38;17°C;Clouds
17.09.2021, 18:50:05;88;142;38;17°C;Clouds
17.09.2021, 18:55:05;99;131;43;17°C;Clouds
17.09.2021, 19:00:05;99;131;43;17°C;Clouds
17.09.2021, 19:05:05;101;129;44;17°C;Clouds
17.09.2021, 19:10:05;101;129;44;17°C;Clouds
17.09.2021, 19:15:06;105;125;46;17°C;Clouds
17.09.2021, 19:20:04;106;124;46;17°C;Clouds
17.09.2021, 19:25:05;102;128;44;17°C;Clouds
17.09.2021, 19:30:05;103;127;45;17°C;Clouds
17.09.2021, 19:35:05;102;128;44;16°C;Clouds
17.09.2021, 19:40:05;100;130;43;16°C;Clouds
17.09.2021, 19:45:05;99;131;43;16°C;Clouds
17.09.2021, 19:50:05;99;131;43;16°C;Clouds
