17.09.2021, 16:30:21;23;107;18;18°C;Clouds
17.09.2021, 16:35:05;22;108;17;19°C;Clouds
17.09.2021, 16:40:06;23;107;18;19°C;Clouds
17.09.2021, 16:45:06;21;109;16;19°C;Clouds
17.09.2021, 16:50:06;21;109;16;19°C;Clouds
17.09.2021, 16:55:05;24;106;18;19°C;Clouds
17.09.2021, 17:00:06;24;106;18;19°C;Clouds
17.09.2021, 17:05:05;24;106;18;19°C;Clouds
17.09.2021, 17:10:06;21;109;16;19°C;Clouds
17.09.2021, 17:15:06;21;109;16;18°C;Clouds
17.09.2021, 17:20:05;21;109;16;18°C;Clouds
17.09.2021, 17:25:05;21;109;16;18°C;Clouds
17.09.2021, 17:30:06;25;105;19;18°C;Clouds
17.09.2021, 17:35:07;25;105;19;18°C;Clouds
17.09.2021, 17:40:05;25;105;19;18°C;Clouds
17.09.2021, 17:45:06;28;102;22;18°C;Clouds
17.09.2021, 17:50:06;27;103;21;18°C;Clouds
17.09.2021, 17:55:10;27;103;21;18°C;Clouds
17.09.2021, 18:00:06;27;103;21;18°C;Clouds
17.09.2021, 18:05:06;28;102;22;18°C;Clouds
17.09.2021, 18:10:06;28;102;22;18°C;Clouds
17.09.2021, 18:15:06;30;100;23;18°C;Clouds
17.09.2021, 18:20:05;30;100;23;18°C;Clouds
17.09.2021, 18:25:05;31;99;24;18°C;Clouds
17.09.2021, 18:30:06;34;96;26;18°C;Clouds
17.09.2021, 18:35:06;35;95;27;17°C;Clouds
17.09.2021, 18:40:07;38;92;29;17°C;Clouds
17.09.2021, 18:45:06;41;89;32;17°C;Clouds
17.09.2021, 18:50:06;42;88;32;17°C;Clouds
17.09.2021, 18:55:06;44;86;34;17°C;Clouds
17.09.2021, 19:00:06;47;83;36;17°C;Clouds
17.09.2021, 19:05:05;45;85;35;17°C;Clouds
17.09.2021, 19:10:06;46;84;35;17°C;Clouds
17.09.2021, 19:15:07;46;84;35;17°C;Clouds
17.09.2021, 19:20:05;48;82;37;17°C;Clouds
17.09.2021, 19:25:06;50;80;38;17°C;Clouds
17.09.2021, 19:30:05;50;80;38;17°C;Clouds
17.09.2021, 19:35:06;52;78;40;16°C;Clouds
17.09.2021, 19:40:06;56;74;43;16°C;Clouds
17.09.2021, 19:45:06;57;73;44;16°C;Clouds
17.09.2021, 19:50:06;58;72;45;16°C;Clouds
17.09.2021, 19:55:05;58;72;45;16°C;Clouds
17.09.2021, 20:00:06;58;72;45;16°C;Clouds
17.09.2021, 20:05:06;59;71;45;16°C;Clouds
17.09.2021, 20:10:07;61;69;47;16°C;Clouds
17.09.2021, 20:15:06;63;67;48;15°C;Clear
17.09.2021, 20:20:06;66;64;51;15°C;Clear
17.09.2021, 20:25:05;68;62;52;15°C;Clear
17.09.2021, 20:30:06;67;63;52;15°C;Clear
17.09.2021, 20:35:06;69;61;53;15°C;Clear
17.09.2021, 20:40:06;69;61;53;15°C;Clear
17.09.2021, 20:45:06;69;61;53;15°C;Clear
17.09.2021, 20:50:06;69;61;53;15°C;Clear
17.09.2021, 20:55:06;69;61;53;15°C;Clear
17.09.2021, 21:00:06;69;61;53;15°C;Clear
17.09.2021, 21:05:07;69;61;53;15°C;Clear
17.09.2021, 21:10:06;69;61;53;15°C;Clear
17.09.2021, 21:15:06;69;61;53;14°C;Clear
17.09.2021, 21:20:06;69;61;53;14°C;Clear
17.09.2021, 21:25:06;69;61;53;14°C;Clear
17.09.2021, 21:30:06;69;61;53;14°C;Clear
17.09.2021, 21:35:06;69;61;53;14°C;Clear
17.09.2021, 21:40:05;69;61;53;14°C;Clear
17.09.2021, 21:45:06;69;61;53;14°C;Clear
17.09.2021, 21:50:06;69;61;53;14°C;Clear
17.09.2021, 21:55:06;69;61;53;14°C;Clear
17.09.2021, 22:00:06;69;61;53;14°C;Clear
17.09.2021, 22:05:06;69;61;53;14°C;Clear
17.09.2021, 22:10:06;69;61;53;14°C;Clear
17.09.2021, 22:15:07;69;61;53;14°C;Clear
17.09.2021, 22:20:06;69;61;53;14°C;Clear
17.09.2021, 22:25:06;69;61;53;14°C;Clear
17.09.2021, 22:30:06;69;61;53;14°C;Clouds
17.09.2021, 22:35:07;69;61;53;14°C;Clouds
17.09.2021, 22:40:06;69;61;53;14°C;Clouds
17.09.2021, 22:45:06;69;61;53;14°C;Clouds
17.09.2021, 22:50:06;69;61;53;14°C;Clouds
17.09.2021, 22:55:05;69;61;53;14°C;Clouds
18.09.2021, 09:00:06;0;130;0;11°C;Clear
18.09.2021, 09:05:05;0;130;0;11°C;Clear
18.09.2021, 09:10:05;0;130;0;11°C;Clear
18.09.2021, 09:15:07;0;130;0;11°C;Clear
18.09.2021, 09:20:06;0;130;0;11°C;Clear
18.09.2021, 09:25:06;3;127;2;11°C;Clear
18.09.2021, 09:30:06;5;125;4;11°C;Clear
18.09.2021, 09:35:06;5;125;4;11°C;Clear
18.09.2021, 09:40:06;6;124;5;11°C;Clear
18.09.2021, 09:45:05;10;120;8;12°C;Clear
18.09.2021, 09:50:06;10;120;8;12°C;Clear
18.09.2021, 09:55:06;10;120;8;12°C;Clear
18.09.2021, 10:00:06;10;120;8;13°C;Clear
18.09.2021, 10:05:06;13;117;10;13°C;Clear
18.09.2021, 10:10:06;13;117;10;13°C;Clear
18.09.2021, 10:15:06;13;117;10;15°C;Clear
18.09.2021, 10:20:06;13;117;10;15°C;Clear
18.09.2021, 10:25:06;13;117;10;15°C;Clear
18.09.2021, 10:30:05;15;115;12;15°C;Clear
18.09.2021, 10:35:06;18;112;14;15°C;Clear
18.09.2021, 10:40:05;19;111;15;15°C;Clear
18.09.2021, 10:45:06;21;109;16;15°C;Clear
18.09.2021, 10:50:06;23;107;18;15°C;Clear
18.09.2021, 10:55:06;24;106;18;15°C;Clear
18.09.2021, 11:00:07;24;106;18;15°C;Clear
18.09.2021, 11:05:06;24;106;18;15°C;Clear
18.09.2021, 11:10:06;26;104;20;15°C;Clear
18.09.2021, 11:15:06;27;103;21;17°C;Clouds
18.09.2021, 11:20:05;27;103;21;17°C;Clouds
18.09.2021, 11:25:05;28;102;22;17°C;Clouds
18.09.2021, 11:30:06;30;100;23;17°C;Clouds
18.09.2021, 11:35:05;31;99;24;17°C;Clouds
18.09.2021, 11:40:06;26;104;20;17°C;Clouds
18.09.2021, 11:45:05;26;104;20;17°C;Clouds
18.09.2021, 11:50:06;25;105;19;17°C;Clouds
18.09.2021, 11:55:07;22;108;17;17°C;Clouds
18.09.2021, 12:00:06;20;110;15;17°C;Clouds
18.09.2021, 12:05:06;22;108;17;18°C;Clouds
18.09.2021, 12:10:05;22;108;17;18°C;Clouds
18.09.2021, 12:15:06;22;108;17;18°C;Clouds
18.09.2021, 12:20:06;23;107;18;18°C;Clouds
18.09.2021, 12:25:06;21;109;16;18°C;Clouds
18.09.2021, 12:30:05;23;107;18;18°C;Clouds
18.09.2021, 12:35:06;26;104;20;18°C;Clouds
18.09.2021, 12:40:05;26;104;20;18°C;Clouds
18.09.2021, 12:45:05;26;104;20;18°C;Clouds
18.09.2021, 12:50:06;28;102;22;18°C;Clouds
18.09.2021, 12:55:06;31;99;24;18°C;Clouds
18.09.2021, 13:00:06;32;98;25;18°C;Clouds
18.09.2021, 13:05:06;35;95;27;18°C;Clouds
18.09.2021, 13:10:05;35;95;27;18°C;Clouds
18.09.2021, 13:15:06;37;93;28;18°C;Clouds
18.09.2021, 13:20:06;39;91;30;18°C;Clouds
18.09.2021, 13:25:05;39;91;30;18°C;Clouds
18.09.2021, 13:30:07;37;93;28;18°C;Clouds
18.09.2021, 13:35:08;37;93;28;19°C;Clouds
18.09.2021, 13:40:08;39;91;30;19°C;Clouds
18.09.2021, 13:45:08;39;91;30;19°C;Clouds
18.09.2021, 13:50:08;39;91;30;19°C;Clouds
18.09.2021, 13:55:07;41;89;32;19°C;Clouds
18.09.2021, 14:00:08;44;86;34;19°C;Clouds
18.09.2021, 14:05:05;41;89;32;20°C;Clouds
18.09.2021, 14:10:06;44;86;34;20°C;Clouds
18.09.2021, 14:15:06;44;86;34;20°C;Clouds
18.09.2021, 14:20:05;44;86;34;20°C;Clouds
